target_subject,trial_index,window_id,teacher_action_idx,teacher_action_name,window_oracle_action_idx,window_oracle_action_name,y_true,best_single_pred,trialized_oracle_pred,window_oracle_pred
2,53,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,1,0,0,0
2,54,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,2,0,0,0
2,55,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,3,3,0,0
2,56,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,1,2,0,0
2,57,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,2,3,0,0
2,58,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,0,1,0,0
2,59,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,0,3,2,0
2,60,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,0,3,3,0
2,61,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,3,3,3,3
2,62,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,1,0,0,0
2,63,3,8,P3_low_rank_affine_a067,10,P4_supervised_subspace_a033,1,2,2,0
2,64,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,3,3,3
2,65,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,2,2,2
2,66,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,2,0,0,0
2,67,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,1,1,1
2,68,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,2,0,2
2,69,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,0,0,0
2,70,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,3,0,3
2,71,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,2,1,1,1
2,72,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,2,0,2
2,73,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,3,2,3
2,74,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,2,0,2
2,75,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,2,2,2
2,76,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,0,0,0
2,77,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,3,0,3
2,78,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,2,2,2
2,79,4,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,2,2,2
2,80,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,1,2,2,2
2,81,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,2,2,2,2
2,82,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,2,3,3,0
2,83,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,2,0,0,0
2,84,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,3,2,2,2
2,85,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,2,3,3,1
2,86,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,0,2,2,2
2,87,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,3,3,3,3
2,88,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,1,0,0,0
2,89,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,2,1,1,1
2,90,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,1,0,0,0
2,91,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,2,3,3,0
2,92,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,3,0,0,0
2,93,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,1,3,3,2
2,94,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,2,0,0,2
2,95,5,6,P2_diag_scaling_a100,9,P3_low_rank_affine_a100,0,2,2,2
2,96,6,9,P3_low_rank_affine_a100,0,A0_identity,0,0,2,0
2,97,6,9,P3_low_rank_affine_a100,0,A0_identity,0,0,2,0
2,98,6,9,P3_low_rank_affine_a100,0,A0_identity,3,3,2,0
2,99,6,9,P3_low_rank_affine_a100,0,A0_identity,1,3,2,0
2,100,6,9,P3_low_rank_affine_a100,0,A0_identity,0,0,2,0
2,101,6,9,P3_low_rank_affine_a100,0,A0_identity,2,3,3,3
2,102,6,9,P3_low_rank_affine_a100,0,A0_identity,0,0,2,0
2,103,6,9,P3_low_rank_affine_a100,0,A0_identity,2,2,2,2
2,104,6,9,P3_low_rank_affine_a100,0,A0_identity,1,3,3,0
2,105,6,9,P3_low_rank_affine_a100,0,A0_identity,3,3,3,3
2,106,6,9,P3_low_rank_affine_a100,0,A0_identity,0,2,2,0
2,107,6,9,P3_low_rank_affine_a100,0,A0_identity,2,1,2,1
2,108,6,9,P3_low_rank_affine_a100,0,A0_identity,2,2,2,0
2,109,6,9,P3_low_rank_affine_a100,0,A0_identity,0,3,0,0
2,110,6,9,P3_low_rank_affine_a100,0,A0_identity,2,1,0,0
2,111,6,9,P3_low_rank_affine_a100,0,A0_identity,1,1,2,1
2,112,7,0,A0_identity,5,P2_diag_scaling_a067,3,1,1,1
2,113,7,0,A0_identity,5,P2_diag_scaling_a067,3,1,1,1
2,114,7,0,A0_identity,5,P2_diag_scaling_a067,3,3,1,3
2,115,7,0,A0_identity,5,P2_diag_scaling_a067,2,1,1,1
2,116,7,0,A0_identity,5,P2_diag_scaling_a067,0,1,1,1
2,117,7,0,A0_identity,5,P2_diag_scaling_a067,3,3,0,3
2,118,7,0,A0_identity,5,P2_diag_scaling_a067,1,2,0,2
2,119,7,0,A0_identity,5,P2_diag_scaling_a067,3,3,2,3
2,120,7,0,A0_identity,5,P2_diag_scaling_a067,1,2,0,0
2,121,7,0,A0_identity,5,P2_diag_scaling_a067,0,3,3,3
2,122,7,0,A0_identity,5,P2_diag_scaling_a067,2,1,1,1
2,123,7,0,A0_identity,5,P2_diag_scaling_a067,1,2,0,2
2,124,7,0,A0_identity,5,P2_diag_scaling_a067,0,0,0,0
2,125,7,0,A0_identity,5,P2_diag_scaling_a067,2,1,1,1
2,126,7,0,A0_identity,5,P2_diag_scaling_a067,2,0,0,0
2,127,7,0,A0_identity,5,P2_diag_scaling_a067,0,0,0,0
2,128,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,2,2,1,1
2,129,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,3,2,0,0
2,130,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,3,1,1,1
2,131,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,1,1,1,1
2,132,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,0,1,1,1
2,133,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,1,2,2,2
2,134,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,3,1,1,1
2,135,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,1,0,0,0
2,136,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,3,0,0,0
2,137,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,2,3,2,2
2,138,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,1,0,0,0
2,139,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,1,3,1,1
2,140,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,1,0,0,0
2,141,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,2,2,0,0
2,142,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,3,3,3,3
2,143,8,5,P2_diag_scaling_a067,5,P2_diag_scaling_a067,0,0,0,0
2,144,9,5,P2_diag_scaling_a067,0,A0_identity,1,3,3,1
2,145,9,5,P2_diag_scaling_a067,0,A0_identity,3,2,2,3
2,146,9,5,P2_diag_scaling_a067,0,A0_identity,0,0,0,0
2,147,9,5,P2_diag_scaling_a067,0,A0_identity,2,3,3,3
2,148,9,5,P2_diag_scaling_a067,0,A0_identity,2,2,2,2
2,149,9,5,P2_diag_scaling_a067,0,A0_identity,3,3,3,3
2,150,9,5,P2_diag_scaling_a067,0,A0_identity,0,3,3,3
2,151,9,5,P2_diag_scaling_a067,0,A0_identity,0,2,2,1
2,152,9,5,P2_diag_scaling_a067,0,A0_identity,2,0,0,0
2,153,9,5,P2_diag_scaling_a067,0,A0_identity,1,3,3,3
2,154,9,5,P2_diag_scaling_a067,0,A0_identity,3,3,3,3
2,155,9,5,P2_diag_scaling_a067,0,A0_identity,3,1,1,1
2,156,9,5,P2_diag_scaling_a067,0,A0_identity,3,0,0,0
2,157,9,5,P2_diag_scaling_a067,0,A0_identity,1,3,3,3
2,158,9,5,P2_diag_scaling_a067,0,A0_identity,0,0,0,0
2,159,9,5,P2_diag_scaling_a067,0,A0_identity,2,3,3,1
2,160,10,0,A0_identity,7,P3_low_rank_affine_a033,1,3,3,3
2,161,10,0,A0_identity,7,P3_low_rank_affine_a033,3,2,2,2
2,162,10,0,A0_identity,7,P3_low_rank_affine_a033,0,0,0,0
2,163,10,0,A0_identity,7,P3_low_rank_affine_a033,3,3,3,3
2,164,10,0,A0_identity,7,P3_low_rank_affine_a033,2,1,1,2
2,165,10,0,A0_identity,7,P3_low_rank_affine_a033,1,2,2,2
2,166,10,0,A0_identity,7,P3_low_rank_affine_a033,3,3,0,0
2,167,10,0,A0_identity,7,P3_low_rank_affine_a033,3,3,3,3
2,168,10,0,A0_identity,7,P3_low_rank_affine_a033,0,2,2,2
2,169,10,0,A0_identity,7,P3_low_rank_affine_a033,1,2,2,2
2,170,10,0,A0_identity,7,P3_low_rank_affine_a033,1,2,2,2
2,171,10,0,A0_identity,7,P3_low_rank_affine_a033,2,2,2,2
2,172,10,0,A0_identity,7,P3_low_rank_affine_a033,3,3,3,3
2,173,10,0,A0_identity,7,P3_low_rank_affine_a033,1,0,0,0
2,174,10,0,A0_identity,7,P3_low_rank_affine_a033,0,0,0,0
2,175,10,0,A0_identity,7,P3_low_rank_affine_a033,0,2,0,0
2,176,11,7,P3_low_rank_affine_a033,0,A0_identity,3,3,1,1
2,177,11,7,P3_low_rank_affine_a033,0,A0_identity,1,2,2,2
2,178,11,7,P3_low_rank_affine_a033,0,A0_identity,0,3,0,0
2,179,11,7,P3_low_rank_affine_a033,0,A0_identity,2,3,1,1
2,180,11,7,P3_low_rank_affine_a033,0,A0_identity,1,0,0,0
2,181,11,7,P3_low_rank_affine_a033,0,A0_identity,1,2,0,0
2,182,11,7,P3_low_rank_affine_a033,0,A0_identity,2,1,1,1
2,183,11,7,P3_low_rank_affine_a033,0,A0_identity,0,2,0,0
2,184,11,7,P3_low_rank_affine_a033,0,A0_identity,3,3,0,0
2,185,11,7,P3_low_rank_affine_a033,0,A0_identity,2,2,2,2
2,186,11,7,P3_low_rank_affine_a033,0,A0_identity,2,3,3,3
2,187,11,7,P3_low_rank_affine_a033,0,A0_identity,2,3,1,1
2,188,11,7,P3_low_rank_affine_a033,0,A0_identity,2,1,0,1
2,189,11,7,P3_low_rank_affine_a033,0,A0_identity,0,2,0,0
2,190,11,7,P3_low_rank_affine_a033,0,A0_identity,1,2,2,2
2,191,11,7,P3_low_rank_affine_a033,0,A0_identity,0,3,1,1
2,192,12,0,A0_identity,5,P2_diag_scaling_a067,1,0,0,0
2,193,12,0,A0_identity,5,P2_diag_scaling_a067,0,3,3,3
2,194,12,0,A0_identity,5,P2_diag_scaling_a067,0,0,0,0
2,195,12,0,A0_identity,5,P2_diag_scaling_a067,2,0,0,0
2,196,12,0,A0_identity,5,P2_diag_scaling_a067,2,0,0,0
2,197,12,0,A0_identity,5,P2_diag_scaling_a067,1,0,0,0
2,198,12,0,A0_identity,5,P2_diag_scaling_a067,2,3,1,1
2,199,12,0,A0_identity,5,P2_diag_scaling_a067,3,0,0,0
2,200,12,0,A0_identity,5,P2_diag_scaling_a067,0,3,3,3
2,201,12,0,A0_identity,5,P2_diag_scaling_a067,3,0,0,0
2,202,12,0,A0_identity,5,P2_diag_scaling_a067,0,3,3,3
2,203,12,0,A0_identity,5,P2_diag_scaling_a067,0,3,3,3
2,204,12,0,A0_identity,5,P2_diag_scaling_a067,1,1,3,1
2,205,12,0,A0_identity,5,P2_diag_scaling_a067,3,3,3,3
2,206,12,0,A0_identity,5,P2_diag_scaling_a067,2,2,0,2
2,207,12,0,A0_identity,5,P2_diag_scaling_a067,1,3,3,3
2,208,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,3,2,0,2
2,209,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,2,2,2,2
2,210,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,3,3,3,3
2,211,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,2,0,0,0
2,212,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,3,2,0,2
2,213,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,1,2,2,2
2,214,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,1,1,1,1
2,215,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,3,3,3,3
2,216,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,0,2,1,2
2,217,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,1,1,2,1
2,218,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,1,3,3,3
2,219,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,1,0,0,0
2,220,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,2,0,0,0
2,221,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,3,3,3,3
2,222,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,0,2,2,2
2,223,13,5,P2_diag_scaling_a067,6,P2_diag_scaling_a100,3,3,3,3
2,224,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,0,2,2,2
2,225,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,2,2,2,2
2,226,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,0,3,3,3
2,227,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,3,0,0,0
2,228,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,0,1,1,1
2,229,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,2,3,3,3
2,230,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,0,1,1,0
2,231,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,1,2,2,2
2,232,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,2,0,0,1
2,233,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,2,3,3,0
2,234,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,3,1,1,0
2,235,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,0,2,2,2
2,236,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,1,0,0,0
2,237,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,3,3,3,3
2,238,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,1,0,0,0
2,239,14,6,P2_diag_scaling_a100,10,P4_supervised_subspace_a033,2,1,1,1
2,240,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,2,1,0,1
2,241,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,0,0,0
2,242,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,0,0,0
2,243,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,2,0,2
2,244,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,3,0,3
2,245,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,0,0,0
2,246,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,2,2,2
2,247,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,2,0,0,0
2,248,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,2,0,0,0
2,249,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,3,0,3
2,250,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,0,0,0
2,251,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,3,0,3
2,252,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,2,0,2
2,253,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,0,2,2,2
2,254,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,1,2,0,2
2,255,15,10,P4_supervised_subspace_a033,6,P2_diag_scaling_a100,3,3,0,3
2,256,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,3,3,3,3
2,257,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,1,1,1,1
2,258,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,1,3,3,3
2,259,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,1,3,3,3
2,260,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,1,2,2,2
2,261,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,3,3,3,3
2,262,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,3,3,3,3
2,263,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,2,0,0,0
2,264,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,3,2,2,2
2,265,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,0,0,0,0
2,266,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,1,2,2,2
2,267,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,2,3,3,3
2,268,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,1,2,2,2
2,269,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,0,0,0,0
2,270,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,3,3,3,3
2,271,16,6,P2_diag_scaling_a100,5,P2_diag_scaling_a067,0,3,3,3
2,272,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,3,1,0,0
2,273,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,0,1,1,0
2,274,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,0,1,1,2
2,275,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,0,0,0,0
2,276,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,0,2,2,2
2,277,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,2,3,3,2
2,278,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,2,1,1,1
2,279,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,3,2,2,0
2,280,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,1,1,0,0
2,281,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,2,3,3,1
2,282,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,2,3,3,3
2,283,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,2,3,3,1
2,284,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,3,0,0,0
2,285,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,2,0,2,2
2,286,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,0,2,2,2
2,287,17,5,P2_diag_scaling_a067,10,P4_supervised_subspace_a033,2,3,3,2
3,0,0,0,A0_identity,1,P1_mean_shift_a033,0,1,3,0
3,1,0,0,A0_identity,1,P1_mean_shift_a033,1,1,3,3
3,2,0,0,A0_identity,1,P1_mean_shift_a033,1,2,2,2
3,3,0,0,A0_identity,1,P1_mean_shift_a033,0,1,3,3
3,4,0,0,A0_identity,1,P1_mean_shift_a033,1,3,3,3
3,5,0,0,A0_identity,1,P1_mean_shift_a033,0,2,3,3
3,6,0,0,A0_identity,1,P1_mean_shift_a033,1,1,3,1
3,7,0,0,A0_identity,1,P1_mean_shift_a033,2,3,3,3
3,8,0,0,A0_identity,1,P1_mean_shift_a033,1,1,3,1
3,9,0,0,A0_identity,1,P1_mean_shift_a033,3,3,3,3
3,10,0,0,A0_identity,1,P1_mean_shift_a033,0,3,3,3
3,11,0,0,A0_identity,1,P1_mean_shift_a033,2,2,2,2
3,12,0,0,A0_identity,1,P1_mean_shift_a033,1,1,1,1
3,13,0,0,A0_identity,1,P1_mean_shift_a033,0,2,2,2
3,14,0,0,A0_identity,1,P1_mean_shift_a033,3,3,3,3
3,15,0,0,A0_identity,1,P1_mean_shift_a033,3,2,3,3
3,16,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,3,1,3,1
3,17,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,3,1,3,3
3,18,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,3,2,3,3
3,19,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,0,0,3,0
3,20,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,2,1,3,2
3,21,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,1,1,3,1
3,22,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,0,0,3,3
3,23,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,0,0,3,0
3,24,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,2,2,3,2
3,25,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,3,0,3,3
3,26,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,0,0,0,0
3,27,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,2,1,3,2
3,28,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,2,3,3,3
3,29,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,2,1,3,3
3,30,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,0,0,3,3
3,31,1,1,P1_mean_shift_a033,3,P1_mean_shift_a100,1,1,1,1
3,32,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,0,3,3,3
3,33,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,1,1,1,1
3,34,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,1,1,1,1
3,35,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,0,0,0,0
3,36,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,1,1,1,1
3,37,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,2,2,2,2
3,38,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,1,3,3,3
3,39,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,2,2,2,2
3,40,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,2,2,2,2
3,41,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,3,3,3,3
3,42,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,2,2,2,2
3,43,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,2,1,1,1
3,44,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,3,3,3,3
3,45,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,3,2,2,2
3,46,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,3,3,3,3
3,47,2,3,P1_mean_shift_a100,2,P1_mean_shift_a067,3,1,1,1
3,48,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,3,2,3,2
3,49,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,2,3,3,3
3,50,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,1,0,3,3
3,51,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,0,0,3,0
3,52,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,0,1,3,0
3,53,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,1,1,3,1
3,54,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,2,2,2,2
3,55,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,3,3,3,3
3,56,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,1,1,3,1
3,57,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,2,2,2,2
3,58,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,0,0,3,3
3,59,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,0,0,0,0
3,60,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,0,0,1,1
3,61,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,3,2,3,3
3,62,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,1,1,3,1
3,63,3,2,P1_mean_shift_a067,5,P2_diag_scaling_a067,1,1,1,1
3,64,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,0,3,3,3
3,65,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,0,3,3,3
3,66,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,2,2,2,2
3,67,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,0,0,0,0
3,68,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,1,2,2,2
3,69,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,3,3,3,3
3,70,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,3,3,3,3
3,71,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,2,2,2,2
3,72,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,0,0,0,0
3,73,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,3,3,3,3
3,74,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,3,3,3,3
3,75,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,1,1,1,3
3,76,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,3,2,2,2
3,77,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,3,1,3,3
3,78,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,1,0,0,1
3,79,4,5,P2_diag_scaling_a067,2,P1_mean_shift_a067,0,2,2,3
3,80,5,2,P1_mean_shift_a067,0,A0_identity,1,1,1,1
3,81,5,2,P1_mean_shift_a067,0,A0_identity,2,1,3,3
3,82,5,2,P1_mean_shift_a067,0,A0_identity,2,2,2,2
3,83,5,2,P1_mean_shift_a067,0,A0_identity,2,2,2,2
3,84,5,2,P1_mean_shift_a067,0,A0_identity,3,3,3,3
3,85,5,2,P1_mean_shift_a067,0,A0_identity,2,2,2,2
3,86,5,2,P1_mean_shift_a067,0,A0_identity,0,3,3,3
3,87,5,2,P1_mean_shift_a067,0,A0_identity,3,2,3,3
3,88,5,2,P1_mean_shift_a067,0,A0_identity,1,3,3,3
3,89,5,2,P1_mean_shift_a067,0,A0_identity,2,2,2,2
3,90,5,2,P1_mean_shift_a067,0,A0_identity,1,1,1,1
3,91,5,2,P1_mean_shift_a067,0,A0_identity,2,2,2,2
3,92,5,2,P1_mean_shift_a067,0,A0_identity,3,3,3,3
3,93,5,2,P1_mean_shift_a067,0,A0_identity,1,1,1,1
3,94,5,2,P1_mean_shift_a067,0,A0_identity,2,1,1,1
3,95,5,2,P1_mean_shift_a067,0,A0_identity,0,0,3,3
3,96,6,0,A0_identity,6,P2_diag_scaling_a100,0,3,3,3
3,97,6,0,A0_identity,6,P2_diag_scaling_a100,0,0,3,0
3,98,6,0,A0_identity,6,P2_diag_scaling_a100,3,2,3,2
3,99,6,0,A0_identity,6,P2_diag_scaling_a100,1,2,3,2
3,100,6,0,A0_identity,6,P2_diag_scaling_a100,0,0,3,0
3,101,6,0,A0_identity,6,P2_diag_scaling_a100,2,2,2,2
